Year,Cities,Fish Consumption
2020,PENAJAM PASER UTARA,0.802
2020,MAHAKAM ULU,0.697
2020,BALIKPAPAN,0.654
2020,SAMARINDA,0.695
2020,BONTANG,0.681
2020,MALINAU,0.78
2020,BULUNGAN,0.976
2020,TANA TIDUNG,1.223
2020,NUNUKAN,1.007
2020,TARAKAN,1.016
2020,BOLAANG MONGONDOW,1.178
2020,MINAHASA,1.076
2020,KEPULAUAN SANGIHE,0.994
2020,KEPULAUAN TALAUD,0.76
2020,MINAHASA SELATAN,0.99
2020,MINAHASA UTARA,1.084
2020,BOLAANG MONGONDOW UTARA,0.753
2020,SIAU TAGULANDANG BIARO,0.803
2020,MINAHASA TENGGARA,0.914
2020,BOLAANG MONGONDOW SELATAN,0.824
2020,BOLAANG MONGONDOW TIMUR,1.013
2020,MANADO,0.654
2020,BITUNG,0.913
2020,TOMOHON,1.381
2020,KOTAMOBAGU,1.131
2020,BANGGAI KEPULAUAN,0.853
2020,BANGGAI,0.728
2020,MOROWALI,1.158
2020,POSO,0.739
2020,DONGGALA,0.661
2020,TOLI-TOLI,0.593
2020,BUOL,0.535
2020,PARIGI MOUTONG,0.711
2020,TOJO UNA-UNA,0.648
2020,SIGI,0.755
2020,BANGGAI LAUT,0.888
2020,MOROWALI UTARA,0.98
2020,PALU,0.602
2020,KEPULAUAN SELAYAR,0.828
2020,BULUKUMBA,0.705
2020,BANTAENG,0.839
2020,JENEPONTO,0.828
2020,TAKALAR,0.641
2020,GOWA,0.859
2020,SINJAI,0.918
2020,MAROS,0.599
2020,PANGKAJENE DAN KEPULAUAN,1.1
2020,BARRU,0.915
2020,BONE,0.774
2020,SOPPENG,0.997
2020,WAJO,0.938
2020,SIDENRENG RAPPANG,0.982
2020,PINRANG,0.703
2020,ENREKANG,0.85
2020,LUWU,0.791
2020,TANA TORAJA,1.012
2020,LUWU UTARA,0.816
2020,LUWU TIMUR,0.731
2020,TORAJA UTARA,0.591
2020,MAKASAR,0.74
2020,PAREPARE,0.939
2020,PALOPO,0.728
2020,BUTON,0.74
2020,MUNA,0.893
2020,KONAWE,1.018
2020,KOLAKA,1.204
2020,KONAWE SELATAN,0.879
2020,BOMBANA,0.95
2020,WAKATOBI,0.945
2020,KOLAKA UTARA,0.999
2020,BUTON UTARA,0.94
2020,KONAWE UTARA,1.129
2020,KOLAKA TIMUR,0.831
2020,KONAWE KEPULAUAN,0.677
2020,MUNA BARAT,0.86
2020,BUTON TENGAH,0.811
2020,BUTON SELATAN,0.85
2020,KENDARI,0.923
2020,BAUBAU,0.754
2020,BOALEMO,0.806
2020,GORONTALO,1.034
2020,POHUWATO,0.723
2020,BONE BOLANGO,0.814
2020,GORONTALO UTARA,0.747
2020,GORONTALO,0.758
2020,MAJENE,0.914
2020,POLEWALI MANDAR,1.012
2020,MAMASA,1.17
2020,MAMUJU,0.892
2020,MAMUJU UTARA,0.854
2020,MAMUJU TENGAH,0.784
2020,MALUKU TENGGARA BARAT,0.586
2020,MALUKU TENGGARA,0.679
2020,MALUKU TENGAH,0.968
2020,BURU,0.63
2020,KEPULAUAN ARU,0.701
2020,SERAM BAGIAN BARAT,0.721
2020,SERAM BAGIAN TIMUR,1.411
2020,MALUKU BARAT DAYA,0.803
2020,BURU SELATAN,0.72
2020,AMBON,0.736
2020,TUAL,0.811
2020,HALMAHERA BARAT,0.824
2020,HALMAHERA TENGAH,0.875
2020,KEPULAUAN SULA,0.906
2020,HALMAHERA SELATAN,0.981
2020,HALMAHERA UTARA,0.705
2020,HALMAHERA TIMUR,0.816
2020,PULAU MOROTAI,0.6
2020,PULAU TALIABU,0.938
2020,TERNATE,0.788
2020,TIDORE KEPULAUAN,0.855
2020,FAKFAK,1.037
2020,KAIMANA,1.037
2020,TELUK WONDAMA,0.848
2020,TELUK BINTUNI,0.72
2020,MANOKWARI,0.658
2020,SORONG SELATAN,0.965
2020,SORONG,0.738
2020,RAJA AMPAT,1.222
2020,TAMBRAUW,0.922
2020,MAYBRAT,0.795
2020,MANOKWARI SELATAN,0.655
2020,PEGUNUNGAN ARFAK,0.192
2020,SORONG,0.83
2020,MERAUKE,1.044
2020,JAYAWIJAYA,0.385
2020,JAYAPURA,0.367
2020,NABIRE,0.682
2020,KEPULAUAN YAPEN,0.825
2020,BIAK NUMFOR,0.841
2020,PANIAI,0.433
2020,PUNCAK JAYA,0.237
2020,MIMIKA,0.819
2020,BOVEN DIGOEL,0.729
2020,MAPPI,0.724
2020,ASMAT,0.968
2020,YAHUKIMO,0.117
2020,PEGUNUNGAN BINTANG,0.22
2020,TOLIKARA,0.141
2020,SARMI,0.898
2020,KEEROM,0.313
2020,WAROPEN,1.092
2020,SUPIORI,1.865
2020,MAMBERAMO RAYA,1.552
2020,NDUGA,0.131
2020,LANNY JAYA,0.394
2020,MAMBERAMO TENGAH,0.4
2020,YALIMO,0.533
2020,PUNCAK,0
2020,DOGIYAI,0.44
2020,INTAN JAYA,0.788
2020,DEIYAI,0.353
2020,JAYAPURA,0.599
2019,SIMEULUE,0.901
2019,ACEH SINGKIL,1.034
2019,ACEH SELATAN,1.163
2019,ACEH TENGGARA,1.446
2019,ACEH TIMUR,0.914
2019,ACEH TENGAH,0.686
2019,ACEH BARAT,0.899
2019,ACEH BESAR,0.866
2019,PIDIE,0.81
2019,BIREUEN,0.884
2019,ACEH UTARA,0.957
2019,ACEH BARAT DAYA,0.918
2019,GAYO LUES,1.543
2019,ACEH TAMIANG,0.758
2019,NAGAN RAYA,0.804
2019,ACEH JAYA,1
2019,BENER MERIAH,0.824
2019,PIDIE JAYA,0.934
2019,BANDA ACEH,0.708
2019,SABANG,0.928
2019,LANGSA,0.782
2019,LHOKSEUMAWE,0.895
2019,SUBULUSSALAM,0.862
2019,NIAS,1.535
2019,MANDAILING NATAL,0.918
2019,TAPANULI SELATAN,0.913
2019,TAPANULI TENGAH,1.162
2019,TAPANULI UTARA,2.074
2019,TOBA SAMOSIR,1.761
2019,LABUHAN BATU,1.108
2019,ASAHAN,1.227
2019,SIMALUNGUN,1.301
2019,DAIRI,1.998
2019,KARO,1.348
2019,DELI SERDANG,1.002
2019,LANGKAT,0.797
2019,NIAS SELATAN,1.096
2019,HUMBANG HASUNDUTAN,2.432
2019,PAKPAK BHARAT,2.059
2019,SAMOSIR,2.233
2019,SERDANG BEDAGAI,0.992
2019,BATU BARA,1.019
2019,PADANG LAWAS UTARA,1.251
2019,PADANG LAWAS,0.89
2019,LABUHAN BATU SELATAN,1.18
2019,LABUHAN BATU UTARA,1.208
2019,NIAS UTARA,1.425
2019,NIAS BARAT,1.376
2019,SIBOLGA,0.838
2019,TANJUNG BALAI,1.083
2019,PEMATANG SIANTAR,1.083
2019,TEBING TINGGI,0.9
2019,MEDAN,0.971
2019,BINJAI,0.953
2019,PADANGSIDIMPUAN,0.914
2019,GUNUNGSITOLI,0.942
2019,KEPULAUAN MENTAWAI,0.691
2019,PESISIR SELATAN,0.764
2019,SOLOK,0.741
2019,SIJUNJUNG,0.654
2019,TANAH DATAR,0.706
2019,PADANG PARIAMAN,0.589
2019,AGAM,0.757
2019,LIMA PULUH KOTA,0.856
2019,PASAMAN,0.785
2019,SOLOK SELATAN,0.694
2019,DHARMASRAYA,0.742
2019,PASAMAN BARAT,0.699
2019,PADANG,0.567
2019,SOLOK,0.749
2019,SAWAH LUNTO,0.569
2019,PADANG PANJANG,0.58
2019,BUKITTINGGI,0.658
2019,PAYAKUMBUH,0.779
2019,PARIAMAN,0.54
2019,KUANTAN SINGINGI,0.865
2019,INDRAGIRI HULU,0.867
2019,INDRAGIRI HILIR,1.047
2019,PELALAWAN,1.056
2019,SIAK,0.986
2019,KAMPAR,0.809
2019,ROKAN HULU,1.007
2019,BENGKALIS,0.937
2019,ROKAN HILIR,1.282
2019,KEPULAUAN MERANTI,1.031
2019,PEKANBARU,0.835
2019,DUMAI,1.001
2019,KERINCI,0.8
2019,MERANGIN,0.803
2019,SAROLANGUN,0.678
2019,BATANG HARI,0.736
2019,MUARO JAMBI,0.724
2019,TANJUNG JABUNG TIMUR,0.944
2019,TANJUNG JABUNG BARAT,0.874
2019,TEBO,0.783
2019,BUNGO,0.842
2019,JAMBI,0.738
2019,SUNGAI PENUH,0.775
2019,OGAN KOMERING ULU,0.665
2019,OGAN KOMERING ILIR,0.804
2019,MUARA ENIM,0.753
2019,LAHAT,0.805
2019,MUSI RAWAS,0.622
2019,MUSI BANYUASIN,0.898
2019,BANYU ASIN,0.984
2019,OGAN KOMERING ULU SELATAN,0.727
2019,OGAN KOMERING ULU TIMUR,0.747
2019,OGAN ILIR,0.803
2019,EMPAT LAWANG,0.664
2019,PENUKAL ABAB LEMATANG ILIR,0.904
2019,MUSI RAWAS UTARA,0.623
2019,PALEMBANG,0.781
2019,PRABUMULIH,0.682
2019,PAGAR ALAM,0.638
2019,LUBUKLINGGAU,0.671
2019,BENGKULU SELATAN,0.675
2019,REJANG LEBONG,0.574
2019,BENGKULU UTARA,0.617
2019,KAUR,0.675
2019,SELUMA,0.585
2019,MUKOMUKO,0.719
2019,LEBONG,0.823
2019,KEPAHIANG,0.667
2019,BENGKULU TENGAH,0.61
2019,BENGKULU,0.703
2019,LAMPUNG BARAT,0.666
2019,TANGGAMUS,0.597
2019,LAMPUNG SELATAN,0.657
2019,LAMPUNG TIMUR,0.664
2019,LAMPUNG TENGAH,0.759
2019,LAMPUNG UTARA,0.712
2019,WAY KANAN,0.714
2019,TULANGBAWANG,0.758
2019,PESAWARAN,0.671
2019,PRINGSEWU,0.542
2019,MESUJI,0.729
2019,TULANG BAWANG BARAT,0.614
2019,PESISIR BARAT,0.619
2019,BANDAR LAMPUNG,0.637
2019,METRO,0.621
2019,BANGKA,0.938
2019,BELITUNG,0.959
2019,BANGKA BARAT,0.91
2019,BANGKA TENGAH,0.859
2019,BANGKA SELATAN,0.912
2019,BELITUNG TIMUR,0.995
2019,PANGKAL PINANG,0.857
2019,KARIMUN,0.941
2019,BINTAN,0.904
2019,NATUNA,1.057
2019,LINGGA,1.407
2019,KEPULAUAN ANAMBAS,1.07
2019,BATAM,0.78
2019,TANJUNG PINANG,0.895
2019,KEPULAUAN SERIBU,1.041
2019,JAKARTA SELATAN,0.758
2019,JAKARTA TIMUR,0.749
2019,JAKARTA PUSAT,0.56
2019,JAKARTA BARAT,0.676
2019,JAKARTA UTARA,0.798
2019,BOGOR,0.93
2019,SUKABUMI,1.207
2019,CIANJUR,0.855
2019,BANDUNG,0.712
2019,GARUT,0.548
2019,TASIKMALAYA,0.608
2019,CIAMIS,0.588
2019,KUNINGAN,0.495
2019,CIREBON,0.463
2019,MAJALENGKA,0.512
2019,SUMEDANG,0.722
2019,INDRAMAYU,0.711
2019,SUBANG,0.664
2019,PURWAKARTA,0.914
2019,KARAWANG,0.684
2019,BEKASI,0.858
2019,BANDUNG BARAT,0.727
2019,PANGANDARAN,0.571
2019,BOGOR,0.775
2019,SUKABUMI,0.902
2019,BANDUNG,0.573
2019,CIREBON,0.457
2019,BEKASI,0.731
2019,DEPOK,0.731
2019,CIMAHI,0.571
2019,TASIKMALAYA,0.524
2019,BANJAR,0.461
2019,CILACAP,0.351
2019,BANYUMAS,0.503
2019,PURBALINGGA,0.385
2019,BANJARNEGARA,0.942
2019,KEBUMEN,0.342
2019,PURWOREJO,0.486
2019,WONOSOBO,0.88
2019,MAGELANG,0.463
2019,BOYOLALI,0.585
2019,KLATEN,0.418
2019,SUKOHARJO,0.498
2019,WONOGIRI,0.56
2019,KARANGANYAR,0.503
2019,SRAGEN,0.647
2019,GROBOGAN,0.594
2019,BLORA,0.721
2019,REMBANG,1.058
2019,PATI,0.858
2019,KUDUS,0.478
2019,JEPARA,0.476
2019,DEMAK,0.736
2019,SEMARANG,0.639
2019,TEMANGGUNG,0.637
2019,KENDAL,0.61
2019,BATANG,0.914
2019,PEKALONGAN,0.771
2019,PEMALANG,0.616
2019,TEGAL,0.55
2019,BREBES,0.412
2019,MAGELANG,0.409
2019,SURAKARTA,0.328
2019,SALATIGA,0.646
2019,SEMARANG,0.691
2019,PEKALONGAN,0.472
2019,TEGAL,0.341
2019,KULON PROGO,0.319
2019,BANTUL,0.321
2019,GUNUNG KIDUL,0.539
2019,SLEMAN,0.664
2019,YOGYAKARTA,0.45
2019,PACITAN,0.432
2019,PONOROGO,0.491
2019,TRENGGALEK,0.725
2019,TULUNGAGUNG,0.606
2019,BLITAR,0.524
2019,KEDIRI,0.557
2019,MALANG,0.708
2019,LUMAJANG,0.841
2019,JEMBER,0.764
2019,BANYUWANGI,0.499
2019,BONDOWOSO,1.029
2019,SITUBONDO,0.528
2019,PROBOLINGGO,0.514
2019,PASURUAN,0.781
2019,SIDOARJO,0.626
2019,MOJOKERTO,0.703
2019,JOMBANG,0.542
2019,NGANJUK,0.446
2019,MADIUN,0.449
2019,MAGETAN,0.428
2019,NGAWI,0.873
2019,BOJONEGORO,0.828
2019,TUBAN,1.441
2019,LAMONGAN,0.697
2019,GRESIK,0.784
2019,BANGKALAN,0.896
2019,SAMPANG,1.486
2019,PAMEKASAN,1.041
2019,SUMENEP,1.573
2019,KEDIRI,0.372
2019,BLITAR,0.533
2019,MALANG,0.528
2019,PROBOLINGGO,0.663
2019,PASURUAN,0.665
2019,MOJOKERTO,0.551
2019,MADIUN,0.47
2019,SURABAYA,0.609
2019,BATU,0.619
2019,PANDEGLANG,0.69
2019,LEBAK,0.977
2019,TANGERANG,0.856
2019,SERANG,0.749
2019,TANGERANG,0.658
2019,CILEGON,0.614
2019,SERANG,0.647
2019,TANGERANG SELATAN,0.748
2019,JEMBRANA,0.701
2019,TABANAN,1.031
2019,BADUNG,0.789
2019,GIANYAR,1.105
2019,KLUNGKUNG,0.925
2019,BANGLI,0.969
2019,KARANGASEM,1.315
2019,BULELENG,0.662
2019,DENPASAR,0.773
2019,LOMBOK BARAT,1.142
2019,LOMBOK TENGAH,1.029
2019,LOMBOK TIMUR,0.804
2019,SUMBAWA,0.839
2019,DOMPU,0.671
2019,BIMA,0.952
2019,SUMBAWA BARAT,0.846
2019,LOMBOK UTARA,0.782
2019,MATARAM,0.74
2019,BIMA,0.784
2019,SUMBA BARAT,0.349
2019,SUMBA TIMUR,0.443
2019,KUPANG,0.291
2019,TIMOR TENGAH SELATAN,0.327
2019,TIMOR TENGAH UTARA,0.468
2019,BELU,0.39
2019,ALOR,0.675
2019,LEMBATA,0.665
2019,FLORES TIMUR,0.881
2019,SIKKA,0.577
2019,ENDE,0.649
2019,NGADA,0.787
2019,MANGGARAI,0.57
2019,ROTE NDAO,0.421
2019,MANGGARAI BARAT,0.703
2019,SUMBA TENGAH,0.328
2019,SUMBA BARAT DAYA,0.422
2019,NAGEKEO,0.533
2019,MANGGARAI TIMUR,0.399
2019,SABU RAIJUA,0.417
2019,MALAKA,0.624
2019,KUPANG,0.445
2019,SAMBAS,0.903
2019,BENGKAYANG,0.806
2019,LANDAK,0.819
2019,MEMPAWAH,0.829
2019,SANGGAU,0.757
2019,KETAPANG,0.903
2019,SINTANG,0.689
2019,KAPUAS HULU,0.878
2019,SEKADAU,0.821
2019,MELAWI,0.598
2019,KAYONG UTARA,0.944
2019,KUBU RAYA,0.8
2019,PONTIANAK,0.794
2019,SINGKAWANG,0.888
2019,KOTAWARINGIN BARAT,0.818
2019,KOTAWARINGIN TIMUR,0.809
2019,KAPUAS,1.169
2019,BARITO SELATAN,1.168
2019,BARITO UTARA,0.856
2019,SUKAMARA,0.985
2019,LAMANDAU,0.935
2019,SERUYAN,0.917
2019,KATINGAN,1.13
2019,PULANG PISAU,1.288
2019,GUNUNG MAS,1.034
2019,BARITO TIMUR,0.94
2019,MURUNG RAYA,0.764
2019,PALANGKA RAYA,0.841
2019,TANAH LAUT,0.847
2019,KOTA BARU,1.08
2019,BANJAR,0.78
2019,BARITO KUALA,0.966
2019,TAPIN,1.178
2019,HULU SUNGAI SELATAN,1.042
2019,HULU SUNGAI TENGAH,0.905
2019,HULU SUNGAI UTARA,0.81
2019,TABALONG,0.8
2019,TANAH BUMBU,0.849
2019,BALANGAN,0.762
2019,BANJARMASIN,0.639
2019,BANJAR BARU,0.689
2019,PASER,0.897
2019,KUTAI BARAT,0.952
2019,KUTAI KARTANEGARA,0.71
2019,KUTAI TIMUR,0.793
2019,BERAU,0.968
2019,PENAJAM PASER UTARA,0.791
2019,MAHAKAM ULU,0.843
2019,BALIKPAPAN,0.727
2019,SAMARINDA,0.679
2019,BONTANG,0.749
2019,MALINAU,0.773
2019,BULUNGAN,0.966
2019,TANA TIDUNG,1.056
2019,NUNUKAN,1.002
2019,TARAKAN,0.946
2019,BOLAANG MONGONDOW,1.133
2019,MINAHASA,1.255
2019,KEPULAUAN SANGIHE,1.024
2019,KEPULAUAN TALAUD,0.847
2019,MINAHASA SELATAN,0.99
2019,MINAHASA UTARA,1.149
2019,BOLAANG MONGONDOW UTARA,0.684
2019,SIAU TAGULANDANG BIARO,0.626
2019,MINAHASA TENGGARA,0.988
2019,BOLAANG MONGONDOW SELATAN,0.907
2019,BOLAANG MONGONDOW TIMUR,0.821
2019,MANADO,0.714
2019,BITUNG,0.812
2019,TOMOHON,1.386
2019,KOTAMOBAGU,1.266
2019,BANGGAI KEPULAUAN,0.981
2019,BANGGAI,0.656
2019,MOROWALI,0.989
2019,POSO,0.75
2019,DONGGALA,0.614
2019,TOLI-TOLI,0.755
2019,BUOL,0.673
2019,PARIGI MOUTONG,0.716
2019,TOJO UNA-UNA,0.734
2019,SIGI,0.768
2019,BANGGAI LAUT,0.925
2019,MOROWALI UTARA,0.905
2019,PALU,0.795
2019,KEPULAUAN SELAYAR,0.848
2019,BULUKUMBA,0.762
2019,BANTAENG,0.716
2019,JENEPONTO,0.77
2019,TAKALAR,0.637
2019,GOWA,0.905
2019,SINJAI,0.857
2019,MAROS,0.594
2019,PANGKAJENE DAN KEPULAUAN,1.049
2019,BARRU,0.818
2019,BONE,0.874
2019,SOPPENG,1.01
2019,WAJO,0.001
2019,SIDENRENG RAPPANG,1.101
2019,PINRANG,0.94
2019,ENREKANG,0.775
2019,LUWU,0.751
2019,TANA TORAJA,0.892
2019,LUWU UTARA,0.839
2019,LUWU TIMUR,0.809
2019,TORAJA UTARA,0.585
2019,MAKASAR,1.022
2019,PAREPARE,1.087
2019,PALOPO,0.724
2019,BUTON,0.873
2019,MUNA,0.955
2019,KONAWE,1.054
2019,KOLAKA,1.036
2019,KONAWE SELATAN,0.777
2019,BOMBANA,0.993
2019,WAKATOBI,1.029
2019,KOLAKA UTARA,1.132
2019,BUTON UTARA,0.912
2019,KONAWE UTARA,0.986
2019,KOLAKA TIMUR,0.828
2019,KONAWE KEPULAUAN,0.846
2019,MUNA BARAT,0.852
2019,BUTON TENGAH,0.983
2019,BUTON SELATAN,0.862
2019,KENDARI,0.955
2019,BAUBAU,0.794
2019,BOALEMO,0.82
2019,GORONTALO,1.046
2019,POHUWATO,0.766
2019,BONE BOLANGO,0.874
2019,GORONTALO UTARA,0.962
2019,GORONTALO,0.869
2019,MAJENE,0.894
2019,POLEWALI MANDAR,0.944
2019,MAMASA,1.36
2019,MAMUJU,0.906
2019,MAMUJU UTARA,0.962
2019,MAMUJU TENGAH,0.837
2019,MALUKU TENGGARA BARAT,0.457
2019,MALUKU TENGGARA,0.826
2019,MALUKU TENGAH,0.955
2019,BURU,0.807
2019,KEPULAUAN ARU,0.719
2019,SERAM BAGIAN BARAT,0.621
2019,SERAM BAGIAN TIMUR,1.09
2019,MALUKU BARAT DAYA,0.641
2019,BURU SELATAN,0.83
2019,AMBON,0.714
2019,TUAL,0.757
2019,HALMAHERA BARAT,0.789
2019,HALMAHERA TENGAH,0.903
2019,KEPULAUAN SULA,0.937
2019,HALMAHERA SELATAN,0.933
2019,HALMAHERA UTARA,0.646
2019,HALMAHERA TIMUR,0.907
2019,PULAU MOROTAI,0.75
2019,PULAU TALIABU,0.769
2019,TERNATE,0.822
2019,TIDORE KEPULAUAN,1.083
2019,FAKFAK,0.875
2019,KAIMANA,1.08
2019,TELUK WONDAMA,0.851
2019,TELUK BINTUNI,0.666
2019,MANOKWARI,0.744
2019,SORONG SELATAN,0.716
2019,SORONG,1.068
2019,RAJA AMPAT,1.263
2019,TAMBRAUW,0.578
2019,MAYBRAT,0.51
2019,MANOKWARI SELATAN,0.598
2019,PEGUNUNGAN ARFAK,0.437
2019,SORONG,0.835
2019,MERAUKE,1.003
2019,JAYAWIJAYA,0.18
2019,JAYAPURA,0.547
2019,NABIRE,0.53
2019,KEPULAUAN YAPEN,1.069
2019,BIAK NUMFOR,0.802
2019,PANIAI,0.611
2019,PUNCAK JAYA,0.136
2019,MIMIKA,0.789
2019,BOVEN DIGOEL,1.012
2019,MAPPI,0.746
2019,ASMAT,0.813
2019,YAHUKIMO,0.029
2019,PEGUNUNGAN BINTANG,0.561
2019,TOLIKARA,0.197
2019,SARMI,0.675
2019,KEEROM,0.583
2019,WAROPEN,0.662
2019,SUPIORI,1.263
2019,MAMBERAMO RAYA,1.385
2019,NDUGA,0.088
2019,LANNY JAYA,0.264
2019,MAMBERAMO TENGAH,0.23
2019,YALIMO,0.081
2019,PUNCAK,0
2019,DOGIYAI,0.288
2019,INTAN JAYA,0.339
2019,DEIYAI,0.37
2019,JAYAPURA,0.791
